,Ids,Labels
174,2e68e89ec_2020-11-29_0,False
175,2e698c514_2020-11-27_10,True
176,2e69c5904_2020-11-28_18,True
177,2e69851e4_2020-11-29_10,True
178,2e698e874_2020-11-29_16,True
179,2e69ebea4_2020-11-28_19,True
180,2e698b8a4_2020-11-28_14,False
181,2e69c4ecc_2020-11-26_19,True
182,2e699113c_2020-11-23_17,True
183,2e698f284_2020-11-24_20,True
184,2e68e6204_2020-11-28_21,True
185,2e6992a8c_2020-11-28_10,True
186,2e68e81dc_2020-11-25_14,False
187,2e699ae6c_2020-11-29_0,True
188,2e698c8ec_2020-11-23_0,False
189,2e698d704_2020-11-24_18,True
190,2e69e87dc_2020-11-26_10,True
191,2e69ebc24_2020-11-29_20,True
192,2e69ec0ac_2020-11-28_14,True
193,2e68e67b4_2020-11-27_21,True
194,2e69f2ccc_2020-11-27_3,False
195,2e69e8ea4_2020-11-29_13,True
196,2e6992b6c_2020-11-28_11,True
197,2e6992ba4_2020-11-23_18,True
198,2e69894dc_2020-11-28_11,False
199,2e6993514_2020-11-28_21,True
200,2e68e67fc_2020-11-28_12,True
201,2e698d6ec_2020-11-25_6,False
202,2e68e66cc_2020-11-29_19,True
203,2e69e9204_2020-11-29_18,True
204,2e69eeebc_2020-11-26_18,True
205,2e69c5c1c_2020-11-26_12,True
206,2e69c5c24_2020-11-29_14,True
207,2e6994a6c_2020-11-28_20,True
208,2e69ef3a4_2020-11-26_19,True
209,2e698fc5c_2020-11-28_21,True
210,2e699a114_2020-11-28_18,True
211,2e68e6ca4_2020-11-25_18,True
212,2e69c48d4_2020-11-25_14,True
213,2e699a1cc_2020-11-26_19,True
214,2e68e5e54_2020-11-28_12,False
215,2e69c8eac_2020-11-29_14,True
216,2e68ef54c_2020-11-26_10,False
217,2e699661c_2020-11-29_16,True
218,2e699280c_2020-11-25_11,True
219,2e6992c64_2020-11-27_17,True
220,2e6a20b34_2020-11-29_15,False
221,2e699abf4_2020-11-25_6,True
222,2e68e838c_2020-11-25_10,False
223,2e698cfc4_2020-11-24_15,True
224,2e68e667c_2020-11-23_1,False
225,2e69e944c_2020-11-27_18,True
226,2e698f11c_2020-11-28_14,True
227,2e698bc64_2020-11-28_12,False
228,2e698ef7c_2020-11-27_18,True
229,2e68e62b4_2020-11-27_18,True
230,2e69c5944_2020-11-29_14,True
231,2e698d654_2020-11-28_9,True
232,2e698d544_2020-11-29_18,True
233,2e698e6ec_2020-11-26_16,True
234,2e68e870c_2020-11-27_12,False
235,2e698c31c_2020-11-25_13,True
236,2e69eb4b4_2020-11-25_23,True
237,2e69ebb2c_2020-11-29_10,True
238,2e68e86ac_2020-11-29_17,True
239,2e68e8144_2020-11-28_15,False
240,2e698e584_2020-11-27_17,True
241,2e698d4cc_2020-11-25_17,True
242,2e698e334_2020-11-26_20,True
243,2e68e6484_2020-11-27_22,True
244,2e698c15c_2020-11-27_20,True
245,2e68e434c_2020-11-27_8,True
246,2e698e704_2020-11-25_16,True
247,2e699221c_2020-11-26_17,True
248,2e698df44_2020-11-25_5,False
249,2e69eb15c_2020-11-28_16,True
250,2e68e8f24_2020-11-29_1,False
251,2e69eee3c_2020-11-25_5,False
252,2e699a664_2020-11-24_17,True
253,2e699bafc_2020-11-28_6,True
254,2e6992074_2020-11-26_17,True
255,2e698cf9c_2020-11-28_15,True
256,2e698e354_2020-11-29_19,True
257,2e69e8dfc_2020-11-28_17,True
258,2e68e8c14_2020-11-28_10,False
259,2e698e35c_2020-11-25_15,True
260,2e698df3c_2020-11-23_15,True
261,2e699237c_2020-11-28_11,True
262,2e698eafc_2020-11-27_16,True
263,2e698e7c4_2020-11-27_14,True
264,2e69ebe84_2020-11-26_18,True
265,2e69ec3c4_2020-11-29_14,True
266,2e69ec7dc_2020-11-27_15,True
267,2e69c8af4_2020-11-29_19,True
268,2e698c324_2020-11-28_16,True
269,2e69c4164_2020-11-27_9,True
270,2e698b914_2020-11-25_11,False
271,2e68e67b4_2020-11-26_20,True
272,2e68e8984_2020-11-24_3,False
273,2e6984bcc_2020-11-29_18,True
274,2e698c03c_2020-11-28_15,True
275,2e69ea654_2020-11-28_21,True
276,2e698d26c_2020-11-23_19,True
277,2e699bd2c_2020-11-29_8,True
278,2e68e67c4_2020-11-23_16,True
279,2e68ef524_2020-11-25_11,False
280,2e69eeeac_2020-11-24_8,True
281,2e699af1c_2020-11-27_9,True
282,2e68e869c_2020-11-24_7,False
283,2e698d73c_2020-11-29_8,True
284,2e69ec674_2020-11-29_8,True
285,2e69ee5ac_2020-11-25_18,True
286,2e69eb78c_2020-11-25_20,True
287,2e698e724_2020-11-29_23,True
288,2e699a68c_2020-11-27_18,True
289,2e699a114_2020-11-24_18,True
290,2e6984b8c_2020-11-28_11,True
291,2e68e67b4_2020-11-26_6,False
292,2e6984f9c_2020-11-25_16,True
293,2e698c054_2020-11-27_14,True
294,2e698d44c_2020-11-27_11,True
295,2e698b934_2020-11-23_8,False
296,2e68e67fc_2020-11-23_17,True
297,2e698e724_2020-11-25_10,True
298,2e69c8bfc_2020-11-29_20,True
299,2e69eeacc_2020-11-28_8,True
300,2e6984d24_2020-11-25_9,True
301,2e68e863c_2020-11-28_9,False
302,2e698ec74_2020-11-28_14,True
303,2e68e8f54_2020-11-29_17,True
304,2e6994074_2020-11-26_8,True
305,2e68e7c04_2020-11-23_0,False
306,2e698c3dc_2020-11-25_4,False
307,2e698d1a4_2020-11-29_20,True
308,2e69ebd84_2020-11-29_1,True
309,2e6991064_2020-11-29_12,True
310,2e68e618c_2020-11-25_12,False
311,2e6984df4_2020-11-24_17,True
312,2e698ffcc_2020-11-24_19,True
313,2e6985424_2020-11-24_18,True
314,2e6999e34_2020-11-28_15,True
315,2e68e60fc_2020-11-23_16,True
316,2e6992b9c_2020-11-23_8,True
317,2e698ec64_2020-11-23_21,True
318,2e69c5eec_2020-11-28_14,True
319,2e698d1cc_2020-11-25_20,True
320,2e699a1c4_2020-11-28_14,True
321,2e698fc4c_2020-11-27_12,True
322,2e698f06c_2020-11-28_12,True
323,2e698fb1c_2020-11-28_9,True
324,2e68e6004_2020-11-27_15,False
325,2e68e8ea4_2020-11-28_20,True
326,2e68e686c_2020-11-28_14,True
327,2e68e8944_2020-11-27_17,True
328,2e699a1d4_2020-11-27_19,True
329,2e698c6cc_2020-11-25_14,True
330,2e68e8f2c_2020-11-29_12,False
331,2e68e81c4_2020-11-23_18,True
332,2e69930d4_2020-11-29_14,True
333,2e68e7c44_2020-11-25_7,False
334,2e698e7ac_2020-11-26_23,True
335,2e698d544_2020-11-28_16,True
336,2e68e64dc_2020-11-29_18,True
337,2e68ef334_2020-11-25_17,True
338,2e68ef48c_2020-11-25_14,False
339,2e698cfcc_2020-11-27_8,True
340,2e699bea4_2020-11-28_3,True
341,2e68e899c_2020-11-26_14,False
342,2e68e8cec_2020-11-23_15,False
343,2e69c4854_2020-11-28_11,True
344,2e69eb604_2020-11-25_18,True
345,2e698bec4_2020-11-25_22,True
346,2e68e61ec_2020-11-26_14,False
347,2e698e874_2020-11-28_17,True
348,2e68e6b74_2020-11-28_17,True
349,2e69f2cb4_2020-11-25_16,True
350,2e69ef47c_2020-11-27_9,True
351,2e68e8f24_2020-11-27_11,False
352,2e69eac3c_2020-11-24_16,True
353,2e69c4894_2020-11-25_15,True
354,2e69eeec4_2020-11-27_15,True
355,2e69852ec_2020-11-27_9,True
356,2e68e6024_2020-11-27_18,True
357,2e69910f4_2020-11-28_16,True
358,2e69965dc_2020-11-28_17,True
359,2e68e7c94_2020-11-28_17,True
360,2e698e84c_2020-11-26_16,True
361,2e68e62bc_2020-11-26_13,False
362,2e698b934_2020-11-25_18,True
363,2e69eba94_2020-11-29_21,True
364,2e698becc_2020-11-25_14,False
365,2e698cfec_2020-11-26_19,True
366,2e68e6324_2020-11-28_13,False
367,2e69e8fbc_2020-11-26_20,True
368,2e68e622c_2020-11-25_14,False
369,2e6984b8c_2020-11-28_16,True
370,2e68e8f2c_2020-11-25_16,True
371,2e698fabc_2020-11-29_6,False
372,2e698e374_2020-11-27_19,True
373,2e698d73c_2020-11-28_5,False
374,2e699a1bc_2020-11-25_17,True
375,2e698e50c_2020-11-28_4,False
376,2e698d844_2020-11-28_15,True
377,2e698c034_2020-11-27_9,True
378,2e68e8ca4_2020-11-29_18,True
379,2e698a4dc_2020-11-25_17,True
380,2e698f05c_2020-11-28_10,True
381,2e69ee5a4_2020-11-26_10,True
382,2e69c5a5c_2020-11-24_5,True
383,2e69e8d1c_2020-11-28_22,True
384,2e68e651c_2020-11-29_5,False
385,2e699a1cc_2020-11-24_19,True
386,2e68e6444_2020-11-27_13,False
387,2e699ae0c_2020-11-27_20,True
388,2e698e884_2020-11-26_7,False
389,2e699291c_2020-11-25_18,True
390,2e698494c_2020-11-28_16,True
391,2e69ee5bc_2020-11-25_10,True
392,2e699400c_2020-11-23_3,True
393,2e68e6d04_2020-11-28_21,True
394,2e698d00c_2020-11-28_8,True
395,2e68e62dc_2020-11-28_3,False
396,2e6992a7c_2020-11-28_18,True
397,2e68e8474_2020-11-28_18,True
398,2e68e6e1c_2020-11-29_13,True
399,2e69eea64_2020-11-26_8,True
400,2e6992d04_2020-11-26_21,True
401,2e699217c_2020-11-27_18,True
402,2e698f05c_2020-11-29_11,True
403,2e69ee5ac_2020-11-26_10,True
404,2e69910e4_2020-11-29_17,True
405,2e699291c_2020-11-28_20,True
406,2e698ef7c_2020-11-24_19,True
407,2e69eac14_2020-11-24_16,True
408,2e6992bac_2020-11-24_16,True
409,2e69c4ebc_2020-11-27_7,True
410,2e68e68b4_2020-11-29_11,True
411,2e698b944_2020-11-27_1,False
412,2e6984df4_2020-11-27_14,True
413,2e6992d04_2020-11-27_17,True
414,2e698a5cc_2020-11-23_18,True
415,2e68e793c_2020-11-28_20,True
416,2e6992b84_2020-11-26_17,True
417,2e6a20c44_2020-11-29_15,False
418,2e69c48d4_2020-11-24_14,True
419,2e6993284_2020-11-29_0,False
420,2e69ea6f4_2020-11-26_18,True
421,2e69e9244_2020-11-27_3,False
422,2e6991e74_2020-11-29_19,True
423,2e69ea53c_2020-11-28_21,True
424,2e699191c_2020-11-28_16,True
425,2e698c2fc_2020-11-27_20,True
426,2e698d7e4_2020-11-27_19,True
427,2e68e5dcc_2020-11-27_20,True
428,2e699a674_2020-11-25_5,True
429,2e6984b94_2020-11-29_21,True
430,2e698be04_2020-11-28_20,True
431,2e69c462c_2020-11-28_13,True
432,2e698f064_2020-11-29_17,True
433,2e68e7d14_2020-11-27_15,False
434,2e698fb0c_2020-11-26_13,True
435,2e6990194_2020-11-27_8,True
436,2e69e8eec_2020-11-28_15,True
437,2e698c1d4_2020-11-26_10,True
438,2e69eb60c_2020-11-27_17,True
439,2e698c154_2020-11-27_18,True
440,2e68e7eec_2020-11-26_18,True
441,2e68e601c_2020-11-25_17,True
442,2e69c5b0c_2020-11-26_12,True
443,2e68e6e24_2020-11-29_10,True
444,2e698f074_2020-11-29_19,True
445,2e68e6524_2020-11-29_20,True
446,2e6994a64_2020-11-27_10,True
447,2e69e8eac_2020-11-28_14,True
448,2e68e7eec_2020-11-26_17,True
449,2e68e651c_2020-11-26_0,False
450,2e68e62b4_2020-11-29_19,True
451,2e698e7ac_2020-11-24_10,True
452,2e699a1a4_2020-11-27_21,True
453,2e68e1354_2020-11-28_16,True
454,2e698ea14_2020-11-23_6,False
455,2e698f8bc_2020-11-27_16,True
456,2e6999e34_2020-11-24_3,True
457,2e68e8444_2020-11-28_11,False
458,2e699111c_2020-11-28_18,True
459,2e698becc_2020-11-24_16,True
460,2e68e6684_2020-11-27_16,True
461,2e698d44c_2020-11-28_14,True
462,2e68ef514_2020-11-28_12,False
463,2e698a4e4_2020-11-27_1,False
464,2e699283c_2020-11-24_6,False
465,2e698dc8c_2020-11-28_17,True
466,2e698e79c_2020-11-27_18,True
467,2e69e8e04_2020-11-25_8,True
468,2e69c5eec_2020-11-28_10,True
469,2e68e65a4_2020-11-24_7,False
470,2e68e891c_2020-11-29_22,True
471,2e69cf57c_2020-11-25_20,True
472,2e698fb3c_2020-11-28_18,True
473,2e68e7b2c_2020-11-24_12,False
474,2e698cf94_2020-11-29_16,True
475,2e68e8754_2020-11-29_13,False
476,2e698d81c_2020-11-29_13,True
477,2e68e842c_2020-11-25_11,False
478,2e698c434_2020-11-28_4,False
479,2e68e8f54_2020-11-28_16,True
480,2e68e8be4_2020-11-24_19,True
481,2e68e6104_2020-11-29_11,False
482,2e68dd674_2020-11-27_18,True
483,2e68e78b4_2020-11-23_15,False
484,2e698d654_2020-11-29_16,True
485,2e69ef43c_2020-11-29_4,False
486,2e68ef554_2020-11-26_14,False
487,2e698a5cc_2020-11-27_20,True
488,2e69e8d64_2020-11-23_4,False
489,2e68e8754_2020-11-26_12,False
490,2e698fb04_2020-11-26_14,True
491,2e69ebf24_2020-11-28_4,True
492,2e68e84ec_2020-11-27_16,True
493,2e68e87e4_2020-11-26_21,True
494,2e68ef544_2020-11-28_6,False
495,2e6994afc_2020-11-25_3,True
496,2e68e665c_2020-11-25_17,True
497,2e69ec3dc_2020-11-25_7,False
498,2e698d73c_2020-11-29_17,True
499,2e698e6f4_2020-11-28_4,False
500,2e698b964_2020-11-23_15,False
501,2e6996884_2020-11-28_16,True
502,2e698d7ac_2020-11-29_17,True
503,2e698e47c_2020-11-26_17,True
504,2e68e88cc_2020-11-25_16,True
505,2e69ef014_2020-11-26_10,True
506,2e698d874_2020-11-28_21,True
507,2e699297c_2020-11-28_13,True
508,2e68e7bac_2020-11-25_4,False
509,2e68e669c_2020-11-25_12,True
510,2e68dd3a4_2020-11-26_13,False
511,2e6992894_2020-11-28_4,False
512,2e69f2d4c_2020-11-25_5,False
513,2e699a1bc_2020-11-29_10,True
514,2e698cff4_2020-11-25_9,True
515,2e698c00c_2020-11-26_8,False
516,2e69c5e6c_2020-11-28_20,True
517,2e6985214_2020-11-26_8,True
518,2e68e6eec_2020-11-26_12,True
519,2e699a10c_2020-11-25_20,True
520,2e68e8efc_2020-11-25_15,False
521,2e69eef8c_2020-11-28_0,False
522,2e698d854_2020-11-24_9,True
523,2e699a1d4_2020-11-28_18,True
524,2e698c774_2020-11-29_4,False
525,2e698e35c_2020-11-26_0,False
526,2e698b964_2020-11-28_7,False
527,2e698d814_2020-11-28_19,True
528,2e68e8b94_2020-11-26_13,False
529,2e68e642c_2020-11-28_11,True
530,2e698fad4_2020-11-28_16,True
531,2e69eca44_2020-11-29_11,True
532,2e6993514_2020-11-28_19,True
533,2e68e89a4_2020-11-27_9,False
534,2e698cfc4_2020-11-27_18,True
535,2e698c7b4_2020-11-28_16,True
536,2e698ecac_2020-11-27_17,True
537,2e69ea654_2020-11-28_20,True
538,2e69e887c_2020-11-28_3,False
539,2e68e867c_2020-11-24_9,False
540,2e698ec74_2020-11-24_16,True
541,2e69852cc_2020-11-24_16,True
542,2e6992f24_2020-11-25_20,True
543,2e68e67ec_2020-11-25_16,True
544,2e68e869c_2020-11-27_16,True
545,2e68e793c_2020-11-26_13,False
546,2e68e6604_2020-11-26_15,True
547,2e68e88d4_2020-11-28_10,False
548,2e69c8a54_2020-11-29_19,True
549,2e68e6b64_2020-11-27_18,True
550,2e69c6634_2020-11-28_10,True
551,2e699212c_2020-11-28_12,True
552,2e68e863c_2020-11-23_1,False
553,2e68e67dc_2020-11-25_16,True
554,2e6a20b14_2020-11-27_14,False
555,2e68e6844_2020-11-23_18,True
556,2e68e1354_2020-11-28_19,True
557,2e68e62b4_2020-11-26_11,False
558,2e69e955c_2020-11-29_13,True
559,2e69c5fd4_2020-11-27_20,True
560,2e68e1494_2020-11-24_12,True
561,2e6992a84_2020-11-29_9,True
562,2e698bb84_2020-11-28_7,False
563,2e698cfcc_2020-11-26_11,True
564,2e698c60c_2020-11-28_19,True
565,2e68e6cac_2020-11-29_10,True
566,2e699353c_2020-11-28_17,True
567,2e68e894c_2020-11-27_3,False
568,2e698eb7c_2020-11-28_11,True
569,2e6999d8c_2020-11-28_1,True
570,2e699b2b4_2020-11-24_18,True
571,2e69928bc_2020-11-28_10,True
572,2e698bd74_2020-11-23_14,False
573,2e698c1cc_2020-11-29_0,False
574,2e698e584_2020-11-26_23,True
575,2e68e6e2c_2020-11-24_9,True
576,2e69c442c_2020-11-26_16,True
577,2e69e884c_2020-11-28_16,True
578,2e69c48bc_2020-11-25_1,True
579,2e68e6e9c_2020-11-27_19,True
580,2e698d4cc_2020-11-24_7,False
581,2e698ec74_2020-11-26_18,True
582,2e68e7c24_2020-11-29_18,True
583,2e68e8ed4_2020-11-29_18,True
584,2e69ebc2c_2020-11-26_18,True
585,2e68e7204_2020-11-29_8,True
586,2e68e6424_2020-11-27_17,True
587,2e68c28a4_2020-11-23_12,False
588,2e68e7c54_2020-11-24_17,True
589,2e68e6874_2020-11-25_17,True
590,2e699a89c_2020-11-25_1,True
591,2e69f2ccc_2020-11-29_8,True
592,2e699b0d4_2020-11-27_13,True
593,2e698e5b4_2020-11-27_4,False
594,2e68e64cc_2020-11-27_14,False
595,2e698c30c_2020-11-28_15,True
596,2e69eb15c_2020-11-26_16,True
597,2e699238c_2020-11-24_8,True
598,2e68e6be4_2020-11-26_14,True
599,2e68e67f4_2020-11-28_13,True
600,2e68e64c4_2020-11-28_16,True
601,2e69e8ea4_2020-11-29_17,True
602,2e68e86d4_2020-11-24_0,False
603,2e69e8d54_2020-11-26_8,True
604,2e698d034_2020-11-29_13,True
605,2e69e8e94_2020-11-24_14,True
606,2e6992164_2020-11-23_7,False
607,2e698541c_2020-11-25_10,True
608,2e698e50c_2020-11-26_17,True
609,2e698c354_2020-11-24_20,True
610,2e698e5bc_2020-11-26_19,True
611,2e6992894_2020-11-28_14,True
612,2e69c8ef4_2020-11-23_0,True
613,2e69c4194_2020-11-28_10,True
614,2e6984c7c_2020-11-27_14,True
615,2e68e67dc_2020-11-23_18,True
616,2e698f05c_2020-11-28_17,True
617,2e698fb1c_2020-11-27_14,True
618,2e698c8fc_2020-11-27_17,True
619,2e699ae0c_2020-11-24_9,True
620,2e698bbd4_2020-11-27_17,True
621,2e698d1bc_2020-11-29_8,True
622,2e69ef14c_2020-11-27_20,True
623,2e699ab44_2020-11-29_6,True
624,2e68e89c4_2020-11-27_17,True
625,2e699a1d4_2020-11-28_17,True
626,2e698d96c_2020-11-23_1,False
627,2e68e8c7c_2020-11-27_12,False
628,2e6999f7c_2020-11-28_4,True
629,2e698e204_2020-11-29_1,False
630,2e698d544_2020-11-25_4,False
631,2e698fccc_2020-11-26_16,True
632,2e69ef144_2020-11-24_14,True
633,2e698c53c_2020-11-27_10,True
634,2e68e843c_2020-11-28_11,False
635,2e69ea79c_2020-11-26_23,True
636,2e69ea664_2020-11-29_14,True
637,2e68e874c_2020-11-26_17,True
638,2e68e89ac_2020-11-27_17,True
639,2e69e8b54_2020-11-29_16,True
640,2e698b944_2020-11-25_18,True
641,2e68c3264_2020-11-28_15,False
642,2e698fcb4_2020-11-24_19,True
643,2e68e6074_2020-11-24_13,False
644,2e698c52c_2020-11-29_16,True
645,2e68e64cc_2020-11-23_6,False
646,2e69c5efc_2020-11-27_13,True
647,2e698e49c_2020-11-28_16,True
648,2e698d71c_2020-11-27_21,True
649,2e68e6f14_2020-11-28_21,True
650,2e68e6544_2020-11-29_10,True
651,2e68e87c4_2020-11-26_23,True
652,2e698960c_2020-11-26_7,False
653,2e69e962c_2020-11-27_17,True
654,2e68e8bd4_2020-11-24_8,False
655,2e68e6f84_2020-11-23_3,False
656,2e69eeacc_2020-11-28_11,True
657,2e69e89ac_2020-11-29_0,False
658,2e698e8bc_2020-11-28_17,True
659,2e698c34c_2020-11-24_16,True
660,2e6992cfc_2020-11-29_22,True
661,2e698e84c_2020-11-29_10,True
662,2e699a1bc_2020-11-28_16,True
663,2e68e8464_2020-11-24_13,False
664,2e699019c_2020-11-26_20,True
665,2e698b84c_2020-11-27_19,True
666,2e6999e3c_2020-11-28_16,True
667,2e698c42c_2020-11-28_18,True
668,2e6991e34_2020-11-29_13,True
669,2e698e874_2020-11-25_8,True
670,2e68e8bd4_2020-11-23_6,False
671,2e69eb5ac_2020-11-29_15,True
672,2e698f94c_2020-11-27_18,True
673,2e68e6f1c_2020-11-28_21,True
674,2e698c03c_2020-11-28_9,True
675,2e698c31c_2020-11-23_6,False
676,2e68e7cec_2020-11-23_5,False
677,2e698d354_2020-11-28_16,True
678,2e698a4dc_2020-11-28_15,False
679,2e698d7b4_2020-11-28_17,True
680,2e698e7e4_2020-11-29_20,True
681,2e68e814c_2020-11-27_16,True
682,2e68e8bbc_2020-11-25_16,True
683,2e68e6b84_2020-11-27_16,True
